kigo,4:25.08.1-0ubuntu1
killbots,4:25.08.1-0ubuntu1
kimageformat6-plugins,6.17.0-0ubuntu1
kimagemapeditor,4:25.08.1-0ubuntu1
kinfocenter,4:6.4.5-0ubuntu2
kinit,5.116.0-1ubuntu1
kio,5.116.0-1ubuntu2
kio-audiocd,4:25.08.1-0ubuntu1
kio-extras,4:25.08.1-0ubuntu1
kio-extras-data,4:25.08.1-0ubuntu1
kio-fuse,5.1.0-1build1
kio-ldap:amd64,25.08.1-0ubuntu1
kio-perldoc,4:25.08.1-0ubuntu1
kio6,6.17.0-0ubuntu2
kirigami-addons-data,1.9.0-0ubuntu2
kiriki,4:25.08.1-0ubuntu1
kiten,4:25.08.1-0ubuntu1
kjumpingcube,4:25.08.1-0ubuntu1
kleopatra,4:25.08.1-0ubuntu1
klettres,4:25.08.1-0ubuntu1
klettres-data,4:25.08.1-0ubuntu1
klibc-utils,2.0.14-1ubuntu1.1
klickety,4:25.08.1-0ubuntu1
klines,4:25.08.1-0ubuntu1
kmag,4:25.08.1-0ubuntu1
kmahjongg,4:25.08.1-0ubuntu1
kmail,4:25.08.1-0ubuntu1
kmailtransport-plugins:amd64,25.08.1-0ubuntu1
kmenuedit,4:6.4.5-0ubuntu1
kmines,4:25.08.1-0ubuntu1
kmod,34.2-2ubuntu1
kmousetool,4:25.08.1-0ubuntu1
kmouth,4:25.08.1-0ubuntu1
kmplot,4:25.08.1-0ubuntu1
knavalbattle,4:25.08.1-0ubuntu1
knetwalk,4:25.08.1-0ubuntu1
knights,25.08.1-0ubuntu1
kolf,4:25.08.1-0ubuntu1
kollision,4:25.08.1-0ubuntu1
kompare,4:25.08.1-0ubuntu1
konquest,4:25.08.1-0ubuntu1
konsole,4:25.08.1-0ubuntu1
konsole-kpart,4:25.08.1-0ubuntu1
konsolekalendar,4:25.08.1-0ubuntu1
kontact,4:25.08.1-0ubuntu1
kontrast,25.08.1-0ubuntu1
korganizer,4:25.08.1-0ubuntu1
kpackagelauncherqml,5.116.0-1ubuntu1
kpackagetool5,5.116.0-1ubuntu1
kpackagetool6,6.17.0-0ubuntu1
kpart6-kompare,4:25.08.1-0ubuntu1
kpartloader,4:25.08.1-0ubuntu1
kpat,4:25.08.1-0ubuntu1
krb5-locales,1.21.3-5ubuntu2
krdc,4:25.08.1-0ubuntu1
krdp,6.4.5-0ubuntu1
krecorder,25.08.1-0ubuntu1
kreversi,4:25.08.1-0ubuntu1
krfb,4:25.08.1-0ubuntu2
kscreen,4:6.4.5-0ubuntu1
kshisen,4:25.08.1-0ubuntu1
ksirk,4:25.08.1-0ubuntu1
ksnakeduel,4:25.08.1-0ubuntu1
kspaceduel,4:25.08.1-0ubuntu1
ksquares,4:25.08.1-0ubuntu1
ksshaskpass,4:6.4.5-0ubuntu1
ksudoku,4:25.08.1-0ubuntu1
ksystemlog,4:25.08.1-0ubuntu1.1
ksystemstats,6.4.5-0ubuntu1
kteatime,4:25.08.1-0ubuntu1
ktexteditor-data,5.116.0-1ubuntu1
ktexteditor-katepart,5.116.0-1ubuntu1
ktimer,4:25.08.1-0ubuntu1
ktouch,4:25.08.1-0ubuntu2
ktouch-data,4:25.08.1-0ubuntu2
ktuberling,4:25.08.1-0ubuntu1
ktuberling-data,4:25.08.1-0ubuntu1
kturtle,4:25.08.1-0ubuntu1
kubrick,4:25.08.1-0ubuntu1
kuiviewer,4:25.08.1-0ubuntu1
kup-backup,0.10.0-1ubuntu1
kwallet6,6.17.0-0ubuntu1
kwalletmanager,4:25.08.1-0ubuntu1
kwayland-integration:amd64,4:6.4.5-0ubuntu1
kwayland5-data,4:5.116.0-0ubuntu5
kwayland6-data,4:6.4.5-0ubuntu2
kwin-common,4:6.4.5-0ubuntu3
kwin-data,4:6.4.5-0ubuntu3
kwin-style-aurorae,6.4.5-0ubuntu1
kwin-style-breeze,4:6.4.5-0ubuntu1
kwin-wayland,4:6.4.5-0ubuntu3
kwin-x11,4:6.4.5-0ubuntu3
kwin-x11-data,4:6.4.5-0ubuntu3
kwordquiz,4:25.08.1-0ubuntu1
kwrite,4:25.08.1-0ubuntu2
kwrited,4:6.4.5-0ubuntu1
lame,3.100-6build1
language-pack-en,1:25.10+20251003
language-pack-en-base,1:25.10+20251003
language-pack-gnome-en,1:25.10+20251003
language-pack-gnome-en-base,1:25.10+20251003
language-selector-common,0.228
language-selector-gnome,0.228
laptop-detect,0.16+nmu1
layer-shell-qt,6.4.5-0ubuntu3
ldap-utils,2.6.10+dfsg-1ubuntu2.1
less,668-1
liba52-0.7.4:amd64,0.7.4-20build1
libaa1:amd64,1.4p5-51.1
libaacs0:amd64,0.11.1-4
libabsl20240722:amd64,20240722.0-4ubuntu1
libabw-0.1-1:amd64,0.1.3-1build5
libaccounts-glib0:amd64,1.27-2
libaccounts-qt6-1:amd64,1.17-4ubuntu2
libaccountsservice0:amd64,23.13.9-7ubuntu1
libacl1:amd64,2.3.2-2
libadwaita-1-0:amd64,1.8.0-1ubuntu2
libaio1t64:amd64,0.3.113-8
libakonadi-data,4:25.08.1-0ubuntu2
libakonadicalendar-data,4:25.08.1-0ubuntu1
libakonadisearch-bin,4:25.08.1-0ubuntu1
libakonadisearch-data,4:25.08.1-0ubuntu1
libakonadisearch-plugins:amd64,4:25.08.1-0ubuntu1
libalgorithm-diff-perl,1.201-1
libalgorithm-diff-xs-perl,0.04-9
libalgorithm-merge-perl,0.08-5
libaliased-perl,0.34-3
libanalitza9:amd64,4:25.08.1-0ubuntu1
libanalitzagui9:amd64,4:25.08.1-0ubuntu1
libanalitzaplot9:amd64,4:25.08.1-0ubuntu1
libanalitzawidgets9:amd64,4:25.08.1-0ubuntu1
libann0,1.1.2+doc-9build1
libao-common,1.2.2+20180113-1.2ubuntu1
libao4:amd64,1.2.2+20180113-1.2ubuntu1
libaom3:amd64,3.12.1-1
libaom3:i386,3.12.1-1
libapparmor1:amd64,5.0.0~alpha1-0ubuntu8.3
libapparmor1:i386,5.0.0~alpha1-0ubuntu8.3
libappimage1.0abi1t64:amd64,1.0.4-5-4ubuntu3
libappmenu-gtk3-parser0:amd64,25.04-1
libappstream5:amd64,1.0.6-2
libappstreamqt3:amd64,1.0.6-2
libapr1t64:amd64,1.7.5-1
libaprutil1t64:amd64,1.6.3-3ubuntu2
libapt-pkg-perl,0.1.42
libapt-pkg7.0:amd64,3.1.6ubuntu2
libarchive-zip-perl,1.68-1
libarchive13t64:amd64,3.7.7-0ubuntu3.1
libargon2-1:amd64,0~20190702+dfsg-4build1
libaribb24-0t64:amd64,1.0.3-2.1build2
libasan8:amd64,15.2.0-4ubuntu4
libasm1t64:amd64,0.193-1
libasound2-data,1.2.14-1ubuntu1.1
libasound2-plugins:amd64,1.2.12-2
libasound2-plugins:i386,1.2.12-2
libasound2t64:amd64,1.2.14-1ubuntu1.1
libasound2t64:i386,1.2.14-1ubuntu1.1
libaspell15:amd64,0.60.8.1-4
libass9:amd64,1:0.17.3-1
libassuan9:amd64,3.0.2-2
libastro1:amd64,4:25.08.1-0ubuntu1.1
libasyncns0:amd64,0.8-6build4
libasyncns0:i386,0.8-6build4
libatasmart4:amd64,0.19-5build3
libatk-adaptor:amd64,2.57.1-1
libatk-bridge2.0-0t64:amd64,2.57.1-1
libatk-bridge2.0-0t64:i386,2.57.1-1
libatk-wrapper-java,0.42.1-2
libatk-wrapper-java-jni:amd64,0.42.1-2
libatk1.0-0t64:amd64,2.57.1-1
libatk1.0-0t64:i386,2.57.1-1
libatkmm-1.6-1v5:amd64,2.28.4-1build4
libatomic1:amd64,15.2.0-4ubuntu4
libatomic1:i386,15.2.0-4ubuntu4
libatopology2t64:amd64,1.2.14-1ubuntu1.1
libatspi2.0-0t64:amd64,2.57.1-1
libatspi2.0-0t64:i386,2.57.1-1
libattr1:amd64,1:2.5.2-3build1
libaudit-common,1:4.0.5-1build1
libaudit1:amd64,1:4.0.5-1build1
libauthen-sasl-perl,2.1700-1
libavahi-client3:amd64,0.8-16ubuntu3.1
libavahi-client3:i386,0.8-16ubuntu3.1
libavahi-common-data:amd64,0.8-16ubuntu3.1
libavahi-common-data:i386,0.8-16ubuntu3.1
libavahi-common3:amd64,0.8-16ubuntu3.1
libavahi-common3:i386,0.8-16ubuntu3.1
libavahi-core7:amd64,0.8-16ubuntu3.1
libavahi-glib1:amd64,0.8-16ubuntu3.1
libavahi-ui-gtk3-0:amd64,0.8-16ubuntu3.1
libavc1394-0:amd64,0.5.4-5build3
libavcodec61:amd64,7:7.1.1-1ubuntu4.2
libavcodec61:i386,7:7.1.1-1ubuntu4.2
libavdevice61:amd64,7:7.1.1-1ubuntu4.2
libavfilter10:amd64,7:7.1.1-1ubuntu4.2
libavformat61:amd64,7:7.1.1-1ubuntu4.2
libavif16:amd64,1.3.0-1ubuntu1
libavtp0:amd64,0.2.0-2
libavutil59:amd64,7:7.1.1-1ubuntu4.2
libavutil59:i386,7:7.1.1-1ubuntu4.2
libayatana-appindicator3-1,0.5.94-1
libayatana-ido3-0.4-0:amd64,0.10.4-1
libayatana-indicator3-7:amd64,0.9.4-1build1
libb-hooks-endofscope-perl,0.28-2
libb-hooks-op-check-perl:amd64,0.22-3build2
libb2-1:amd64,0.98.1-1.1build1
libbabeltrace1:amd64,1.5.11-4build2
libbaloowidgets-bin,4:25.08.1-0ubuntu1
libbasicobjects0t64:amd64,0.6.2-3
libbatterycontrol6,4:6.4.5-0ubuntu4
libbdplus0:amd64,0.2.0-4
libberkeleydb-perl:amd64,0.66-1
libbinutils:amd64,2.45-7ubuntu1.2
libblas3:amd64,3.12.1-6build1
libblkid1:amd64,2.41-4ubuntu4.2
libblkid1:i386,2.41-4ubuntu4.2
libblockdev-crypto3:amd64,3.3.0-2.1
libblockdev-fs3:amd64,3.3.0-2.1
libblockdev-loop3:amd64,3.3.0-2.1
libblockdev-mdraid3:amd64,3.3.0-2.1
libblockdev-nvme3:amd64,3.3.0-2.1
libblockdev-part3:amd64,3.3.0-2.1
libblockdev-swap3:amd64,3.3.0-2.1
libblockdev-utils3:amd64,3.3.0-2.1
libblockdev3:amd64,3.3.0-2.1
libbluetooth3:amd64,5.83-1~exp1ubuntu0.1
libbluray2:amd64,1:1.3.4-1build2
libboost-chrono1.83.0t64:amd64,1.83.0-5ubuntu1.1
libboost-filesystem1.83.0:amd64,1.83.0-5ubuntu1.1
libboost-filesystem1.88.0:amd64,1.88.0-1.4ubuntu1
libboost-iostreams1.88.0:amd64,1.88.0-1.4ubuntu1
libboost-locale1.88.0:amd64,1.88.0-1.4ubuntu1
libboost-program-options1.83.0:amd64,1.83.0-5ubuntu1.1
libboost-python1.88.0,1.88.0-1.4ubuntu1
libboost-thread1.83.0:amd64,1.83.0-5ubuntu1.1
libboost-thread1.88.0:amd64,1.88.0-1.4ubuntu1
libbpf1:amd64,1:1.6.2-1
libbpfcc:amd64,0.31.0+ds-7ubuntu2
libbrlapi0.8:amd64,6.7-1ubuntu3
libbrotli1:amd64,1.1.0-2build5
libbrotli1:i386,1.1.0-2build5
libbs2b0:amd64,3.1.0+dfsg-8
libbsd0:amd64,0.12.2-2build1
libbsd0:i386,0.12.2-2build1
libbsh-java,2.0b4-20
libburn4t64:amd64,1.5.6-1.2
libbytesize-common,2.11-2
libbytesize1:amd64,2.11-2
libbz2-1.0:amd64,1.0.8-6build1
libbz2-1.0:i386,1.0.8-6build1
libc-bin,2.42-0ubuntu3.1
libc-dev-bin,2.42-0ubuntu3.1
libc6:amd64,2.42-0ubuntu3.1
libc6:i386,2.42-0ubuntu3.1
libc6-dbg:amd64,2.42-0ubuntu3.1
libc6-dev:amd64,2.42-0ubuntu3.1
libcaca0:amd64,0.99.beta20-5ubuntu0.25.10.1
libcacard0:amd64,1:2.8.0-3build4
libcairo-gobject-perl,1.005-4build4
libcairo-gobject2:amd64,1.18.4-1build1
libcairo-gobject2:i386,1.18.4-1build1
libcairo-perl,1.109-5build1
libcairo-script-interpreter2:amd64,1.18.4-1build1
libcairo2:amd64,1.18.4-1build1
libcairo2:i386,1.18.4-1build1
libcairomm-1.0-1v5:amd64,1.14.5-2build1
libcairomm-1.16-1:amd64,1.18.0-2
libcalendarsupport-data,4:25.08.1-0ubuntu1
libcamel-1.2-64t64:amd64,3.56.2-3ubuntu0.1
libcanberra-gtk3-0:amd64,0.30-18ubuntu2
libcanberra-gtk3-module:amd64,0.30-18ubuntu2
libcanberra-pulse:amd64,0.30-18ubuntu2
libcanberra0:amd64,0.30-18ubuntu2
libcantorlibs-data,4:25.08.1-0ubuntu1
libcantorlibs28abi2:amd64,4:25.08.1-0ubuntu1
libcap-ng0:amd64,0.8.5-4build2
libcap2:amd64,1:2.75-7ubuntu2
libcap2:i386,1:2.75-7ubuntu2
libcap2-bin,1:2.75-7ubuntu2
libcapi20-3t64:amd64,1:3.27-3.2
libcapture-tiny-perl,0.50-1
libcares2:amd64,1.34.5-1ubuntu0.1
libcbor0.10:amd64,0.10.2-2ubuntu1
libcc1-0:amd64,15.2.0-4ubuntu4
libcddb2,1.3.2-7.1fakesync1
libcdio-cdda2t64:amd64,10.2+2.0.2-1
libcdio-paranoia2t64:amd64,10.2+2.0.2-1
libcdio19t64:amd64,2.2.0-4
libcdparanoia0:amd64,3.10.2+debian-14ubuntu1
libcdr-0.1-1:amd64,0.1.7-1build3
libcdt5:amd64,2.42.4-3build2
libcfitsio10t64:amd64,4.6.2-2
libcgi-fast-perl,1:2.17-1
libcgi-pm-perl,4.68-1
libcgraph6:amd64,2.42.4-3build2
libchewing3:amd64,0.10.1-1
libchewing3-data,0.10.1-1
libchromaprint1:amd64,1.5.1-7
libcjson1:amd64,1.7.18-3.1ubuntu0.1
libclang-cpp20,1:20.1.8-0ubuntu4
libclang1-20,1:20.1.8-0ubuntu4
libclass-data-inheritable-perl,0.10-1
libclass-inspector-perl,1.36-3
libclass-method-modifiers-perl,2.15-1
libclass-xsaccessor-perl,1.19-4build6
libclone-perl:amd64,0.47-1
libclucene-contribs1t64:amd64,2.3.3.4+dfsg-1.2ubuntu2
libclucene-core1t64:amd64,2.3.3.4+dfsg-1.2ubuntu2
libcmark0.30.2:amd64,0.30.2-6build1
libcodec2-1.2:amd64,1.2.0-3
libcodec2-1.2:i386,1.2.0-3
libcolamd3:amd64,1:7.10.1+dfsg-1
libcollection4t64:amd64,0.6.2-3
libcolorcorrect6,4:6.4.5-0ubuntu4
libcolord-gtk4-1t64:amd64,0.3.1-1build2
libcolord2:amd64,1.4.7-3build1
libcolord2:i386,1.4.7-3build1
libcolorhug2:amd64,1.4.7-3build1
libcom-err2:amd64,1.47.2-3ubuntu2
libcom-err2:i386,1.47.2-3ubuntu2
libconfig-tiny-perl,2.30-1
libconst-fast-perl,0.014-2
libcpanel-json-xs-perl:amd64,4.39-2
libcpdb-frontend2t64:amd64,2.0~b7-0ubuntu3
libcpdb2t64:amd64,2.0~b7-0ubuntu3
libcpuinfo0:amd64,0.0~git20250327.39ea79a-1
libcrack2:amd64,2.9.6-5.2build1
libcrypt-dev:amd64,1:4.4.38-1build1
libcrypt1:amd64,1:4.4.38-1build1
libcrypt1:i386,1:4.4.38-1build1
libcryptsetup12:amd64,2:2.8.0-1ubuntu2
libctf-nobfd0:amd64,2.45-7ubuntu1.2
libctf0:amd64,2.45-7ubuntu1.2
libcue2:amd64,2.2.1-4.1build1
libcups2t64:amd64,2.4.12-0ubuntu3.5
libcups2t64:i386,2.4.12-0ubuntu3.5
libcupsfilters2-common,2.1.1-0ubuntu3.1
libcupsfilters2t64:amd64,2.1.1-0ubuntu3.1
libcupsimage2t64:amd64,2.4.12-0ubuntu3.5
libcurl3t64-gnutls:amd64,8.14.1-2ubuntu1.2
libcurl4t64:amd64,8.14.1-2ubuntu1.2
libdaemon0:amd64,0.14-7.1ubuntu4
libdata-dpath-perl,0.60-1
libdata-dump-perl,1.25-1
libdata-messagepack-perl,1.02-3
libdata-optlist-perl,0.114-1
libdata-validate-domain-perl,0.15-1
libdata-validate-ip-perl,0.31-1
libdata-validate-uri-perl,0.07-3
libdatrie1:amd64,0.2.13-4
libdatrie1:i386,0.2.13-4
libdav1d7:amd64,1.5.1-1
libdav1d7:i386,1.5.1-1
libdaxctl1:amd64,77-2.2ubuntu2
libdb5.3t64:amd64,5.3.28+dfsg2-9ubuntu1
libdb5.3t64:i386,5.3.28+dfsg2-9ubuntu1
libdbus-1-3:amd64,1.16.2-2ubuntu2
libdbus-1-3:i386,1.16.2-2ubuntu2
libdbusmenu-glib4:amd64,18.10.20180917~bzr492+repack1-4
libdbusmenu-gtk3-4:amd64,18.10.20180917~bzr492+repack1-4
libdbusmenu-qt5-2:amd64,0.9.3+16.04.20160218-3
libdc1394-25:amd64,2.2.6-5
libdca0:amd64,0.0.7-2build1
libdconf1:amd64,0.40.0-5willsync1
libddcutil5:amd64,2.2.0-2
libde265-0:amd64,1.0.16-1
libdebconf-kde1:amd64,1.1.0-1ubuntu3
libdebconfclient0:amd64,0.279ubuntu1
libdebuginfod-common,0.193-1
libdebuginfod1t64:amd64,0.193-1
libdecor-0-0:amd64,0.2.2-2
libdecor-0-0:i386,0.2.2-2
libdecor-0-plugin-1-gtk:amd64,0.2.2-2
libdecor-0-plugin-1-gtk:i386,0.2.2-2
libdee-1.0-4:amd64,1.2.7+17.10.20170616-8
libdeflate0:amd64,1.23-2
libdeflate0:i386,1.23-2
libdevel-callchecker-perl:amd64,0.009-2
libdevel-size-perl,0.84-1build1
libdevel-stacktrace-perl,2.0500-1
libdevmapper-event1.02.1:amd64,2:1.02.205-2ubuntu2
libdevmapper1.02.1:amd64,2:1.02.205-2ubuntu2
libdex-1-1:amd64,0.10.1-1
libdhash1t64:amd64,0.6.2-3
libdialog15:amd64,1.3-20250116-1
libdisplay-info-bin,0.2.0-2
libdisplay-info2:amd64,0.2.0-2
libdjvulibre-text,3.5.28-2.2
libdjvulibre21:amd64,3.5.28-2.2
libdmtx0t64:amd64,0.7.7-1.2build1
libdnnl3.6:amd64,3.8.1+ds-1
libdolphinvcs6:amd64,4:25.08.1-0ubuntu2
libdotconf0:amd64,1.4.1-1
libdouble-conversion3:amd64,3.3.1-1build1
libdpkg-perl,1.22.21ubuntu3.1
libdrm-amdgpu1:amd64,2.4.125-1ubuntu0.1
libdrm-amdgpu1:i386,2.4.125-1ubuntu0.1
libdrm-common,2.4.125-1ubuntu0.1
libdrm-dev:amd64,2.4.125-1ubuntu0.1
libdrm-intel1:amd64,2.4.125-1ubuntu0.1
libdrm-intel1:i386,2.4.125-1ubuntu0.1
libdrm-nouveau2:amd64,2.4.125-1ubuntu0.1
libdrm-radeon1:amd64,2.4.125-1ubuntu0.1
libdrm2:amd64,2.4.125-1ubuntu0.1
libdrm2:i386,2.4.125-1ubuntu0.1
libduktape207:amd64,2.7.0+tests-0ubuntu3
libdv4t64:amd64,1.0.0-17.1build1
libdvbpsi10:amd64,1.3.3-1build1
libdvdnav4:amd64,6.1.1-3build1
libdvdread8t64:amd64,6.1.3-2
libdw1t64:amd64,0.193-1
libdynaloader-functions-perl,0.004-2
libe-book-0.1-1:amd64,0.1.3-2build8
libeatmydata1:amd64,131-2
libebackend-1.2-11t64:amd64,3.56.2-3ubuntu0.1
libebml5:amd64,1.4.5-1
libebook-1.2-21t64:amd64,3.56.2-3ubuntu0.1
libebook-contacts-1.2-4t64:amd64,3.56.2-3ubuntu0.1
libebur128-1:amd64,1.2.6-1build1
libecal-2.0-3:amd64,3.56.2-3ubuntu0.1
libedata-book-1.2-27t64:amd64,3.56.2-3ubuntu0.1
libedata-cal-2.0-2t64:amd64,3.56.2-3ubuntu0.1
libedataserver-1.2-27t64:amd64,3.56.2-3ubuntu0.1
libedataserverui-1.2-4t64:amd64,3.56.2-3ubuntu0.1
libedit2:amd64,3.1-20250104-1build1
libedit2:i386,3.1-20250104-1build1
libeditorconfig0:amd64,0.12.9+~0.17.1-1ubuntu2
libefiboot1t64:amd64,38-3.1build1
libefivar1t64:amd64,38-3.1build1
libegl-mesa0:amd64,25.2.8-0ubuntu0.25.10.1
libegl-mesa0:i386,25.2.8-0ubuntu0.25.10.1
libegl1:amd64,1.7.0-1build2
libegl1:i386,1.7.0-1build2
libei1:amd64,1.3.901-1
libeis1:amd64,1.3.901-1
libel-api-java,3.0.0-3
libelf-dev:amd64,0.193-1
libelf1t64:amd64,0.193-1
libelf1t64:i386,0.193-1
libemail-address-xs-perl,1.05-1build5
libenchant-2-2:amd64,2.8.2+dfsg1-3
libencode-locale-perl,1.05-3
libeot0:amd64,0.01-5build3
libepoxy0:amd64,1.5.10-2
libepoxy0:i386,1.5.10-2
libepub0,0.2.2-6build4
libepubgen-0.1-1:amd64,0.1.1-1ubuntu7
liberror-perl,0.17030-1
libespeak-ng1:amd64,1.52.0+dfsg-5
libestr0:amd64,0.1.11-2
libetonyek-0.1-1:amd64,0.1.12-4
libevdev2:amd64,1.13.4+dfsg-1
libevdi1,1.14.10+dfsg-0ubuntu2
libevdocument3-4t64:amd64,48.1-3ubuntu2
libevent-2.1-7t64:amd64,2.1.12-stable-10build1
libeventviews-data,4:25.08.1-0ubuntu1
libevolution,3.56.2-4
libevview3-3t64:amd64,48.1-3ubuntu2
libexception-class-perl,1.45-1
libexempi8:amd64,2.6.6-2
libexif12:amd64,0.6.25-1
libexiv2-28:amd64,0.28.5+dfsg-1ubuntu0.3
libexiv2-data,0.28.5+dfsg-1ubuntu0.3
libexpat1:amd64,2.7.1-2ubuntu0.2
libexpat1:i386,2.7.1-2ubuntu0.2
libext2fs2t64:amd64,1.47.2-3ubuntu2
libexttextcat-2.0-0:amd64,3.4.7-1ubuntu1
libexttextcat-data,3.4.7-1ubuntu1
libextutils-depends-perl,0.8002-1
libfaad2:amd64,2.11.2-1
libfakekey0:amd64,0.3+git20170516-3
libfakeroot:amd64,1.37.1.2-1
libfastjson4:amd64,1.2304.0-2
libfbclient2:amd64,4.0.6.3221.ds6-2
libfcgi-bin,2.4.5-0.1build1
libfcgi-perl,0.82+ds-3build3
libfcgi0t64:amd64,2.4.5-0.1build1
libfcitx5-qt-data,5.1.10-1build1
libfcitx5-qt1:amd64,5.1.10-1build1
libfcitx5-qt6-1:amd64,5.1.10-1build1
libfcitx5config6:amd64,5.1.14-1
libfcitx5core7:amd64,5.1.14-1
libfcitx5gclient2:amd64,5.1.4-2
libfcitx5utils2:amd64,5.1.14-1
libfdisk1:amd64,2.41-4ubuntu4.2
libfdk-aac2:amd64,2.0.2-3~ubuntu4
libfdt1:amd64,1.7.2-2build1
libffi8:amd64,3.5.2-1build1
libffi8:i386,3.5.2-1build1
libfftw3-double3:amd64,3.3.10-2fakesync1build2
libfftw3-single3:amd64,3.3.10-2fakesync1build2
libfido2-1:amd64,1.16.0-2
libfile-basedir-perl,0.09-2
libfile-desktopentry-perl,0.22-3
libfile-fcntllock-perl,0.22-4ubuntu6
libfile-find-rule-perl,0.34-4
libfile-listing-perl,6.16-1
libfile-mimeinfo-perl,0.35-1
libfile-sharedir-perl,1.118-3
libfl-dev:amd64,2.6.4-8.2build1
libfl2:amd64,2.6.4-8.2build1
libflac14:amd64,1.5.0+ds-2
libflac14:i386,1.5.0+ds-2
libflashrom1:amd64,1.4.0-3ubuntu1
libflatpak0:amd64,1.16.1-2ubuntu1
libflite1:amd64,2.2-7
libfluidsynth3:amd64,2.4.7+dfsg-2
libfmt10:amd64,10.1.1+ds1-4
libfont-afm-perl,1.20-4
libfont-ttf-perl,1.06-2
libfontconfig1:amd64,2.15.0-2.3ubuntu1
libfontconfig1:i386,2.15.0-2.3ubuntu1
libfontenc1:amd64,1:1.1.8-1build1
libfprint-2-2,1:1.94.9+tod1-1ubuntu0.2
libfprint-2-tod1:amd64,1:1.94.9+tod1-1ubuntu0.2
libfreeaptx0:amd64,0.2.2-1
libfreecell-solver0,5.0.0-2.1
libfreehand-0.1-1,0.1.2-3build3
libfreerdp-client3-3:amd64,3.16.0+dfsg-2ubuntu0.4
libfreerdp-server3-3:amd64,3.16.0+dfsg-2ubuntu0.4
libfreerdp3-3:amd64,3.16.0+dfsg-2ubuntu0.4
libfreetype6:amd64,2.13.3+dfsg-1ubuntu0.1
libfreetype6:i386,2.13.3+dfsg-1ubuntu0.1
libfreezethaw-perl,0.5001-3
libfribidi0:amd64,1.0.16-1
libfribidi0:i386,1.0.16-1
libftdi1-2:amd64,1.5-10
libfuse2t64:amd64,2.9.9-9
libfuse3-4:amd64,3.17.4-1
libfuturesql6-0:amd64,0.1.1-2
libfwupd3:amd64,2.0.20-1ubuntu2~25.10.1
libgail-3-0t64:amd64,3.24.50-1ubuntu2
libgail-common:amd64,2.24.33-6ubuntu3
libgail18t64:amd64,2.24.33-6ubuntu3
libgamemode0:amd64,1.8.2-2
libgamemodeauto0:amd64,1.8.2-2
libgav1-1:amd64,0.19.0-3build1
libgbm-dev:amd64,25.2.8-0ubuntu0.25.10.1
libgbm1:amd64,25.2.8-0ubuntu0.25.10.1
libgbm1:i386,25.2.8-0ubuntu0.25.10.1
libgc1:amd64,1:8.2.8-1
libgcc-15-dev:amd64,15.2.0-4ubuntu4
libgcc-s1:amd64,15.2.0-4ubuntu4
libgcc-s1:i386,15.2.0-4ubuntu4
libgck-1-0:amd64,3.41.2-4
libgck-2-2:amd64,4.4.0.1-7
libgcr-4-4:amd64,4.4.0.1-7
libgcr-base-3-1:amd64,3.41.2-4
libgcr-ui-3-1:amd64,3.41.2-4
libgcrypt20:amd64,1.11.0-7build1
libgd3:amd64,2.3.3-13ubuntu1
libgdata-common,0.18.1-9build1
libgdata22:amd64,0.18.1-9build1
libgdbm-compat4t64:amd64,1.26-1
libgdbm6t64:amd64,1.26-1
libgdk-pixbuf-2.0-0:amd64,2.42.12+dfsg-5
libgdk-pixbuf-2.0-0:i386,2.42.12+dfsg-5
libgdk-pixbuf2.0-bin,2.42.12+dfsg-5
libgdk-pixbuf2.0-common,2.42.12+dfsg-5
libgdm1,49.0.1-1ubuntu2.1
libgee-0.8-2:amd64,0.20.8-1
libgeoclue-2-0:amd64,2.7.2-2ubuntu2
libgeocode-glib-2-0:amd64,3.26.4-2
libgettextpo0:amd64,0.23.1-2build2
libgexiv2-2:amd64,0.14.6-1
libgflags2.2,2.2.2-2build1
libgfortran5:amd64,15.2.0-4ubuntu4
libgif7:amd64,5.2.2-1ubuntu2
libgirepository-1.0-1:amd64,1.84.0-1
libgirepository-2.0-0:amd64,2.86.0-2ubuntu0.3
libgit2-1.9:amd64,1.9.0+ds-2ubuntu2
libgjs0:amd64,1.86.0-1
libgl1:amd64,1.7.0-1build2
libgl1:i386,1.7.0-1build2
libgl1-mesa-dri:amd64,25.2.8-0ubuntu0.25.10.1
libgl1-mesa-dri:i386,25.2.8-0ubuntu0.25.10.1
libgles2:amd64,1.7.0-1build2
libglib-object-introspection-perl,0.052-1
libglib-perl:amd64,3:1.329.3-3build4
libglib2.0-0t64:amd64,2.86.0-2ubuntu0.3
libglib2.0-0t64:i386,2.86.0-2ubuntu0.3
libglib2.0-bin,2.86.0-2ubuntu0.3
libglib2.0-data,2.86.0-2ubuntu0.3
libglibmm-2.4-1t64:amd64,2.66.8-1
libglibmm-2.68-1t64:amd64,2.84.0-1ubuntu1
libglu1-mesa:amd64,9.0.2-1.1build1
libglvnd0:amd64,1.7.0-1build2
libglvnd0:i386,1.7.0-1build2
libglx-mesa0:amd64,25.2.8-0ubuntu0.25.10.1
libglx-mesa0:i386,25.2.8-0ubuntu0.25.10.1
libglx0:amd64,1.7.0-1build2
libglx0:i386,1.7.0-1build2
libglycin-2-0:amd64,2.0.0+ds-1ubuntu2
libgme0:amd64,0.6.3-7build1
libgmp10:amd64,2:6.3.0+dfsg-5ubuntu1
libgmp10:i386,2:6.3.0+dfsg-5ubuntu1
